transaction_item_id,trans_id,item_id,item_price,quantity
152,trans33,04ngpi02,3.25,1
153,trans33,05fry02,2.5,1
154,trans34,01hmsw03,7.23,1
155,trans34,02crep02,5.0,1
156,trans34,03ciri01,4.0,1
157,trans34,04wtpe01,3.0,1
158,trans35,01hmgd03,7.0,1
159,trans35,02crep02,5.0,1
160,trans35,04ngpi02,3.25,1
161,trans35,04ngpp03,3.5,1
162,trans35,05fry02,2.5,1
164,trans36,02crep02,5.0,2
165,trans36,05fry01,2.0,1
166,trans36,05fry03,3.0,1
167,trans37,01chich02,10.0,1
168,trans37,02brln02,3.77,1
169,trans37,05fry02,2.5,1
170,trans38,01avch02,5.0,1
171,trans38,02crep02,5.0,1
172,trans38,03ciri03,6.5,1
173,trans38,04ngpi01,3.0,1
174,trans38,05fry01,2.0,1
175,trans39,01avch02,5.0,1
176,trans39,02crep02,5.0,1
177,trans39,04wtpe01,3.0,1
178,trans39,05fry02,2.5,1
179,trans40,01cmch03,12.0,1
180,trans40,02brln02,3.77,1
181,trans40,03lucu02,5.5,1
182,trans40,03guan03,6.5,1
184,trans40,05fry02,2.5,2
185,trans41,01avch02,5.0,1
187,trans41,02crep02,5.0,2
188,trans41,03lucu03,6.5,1
189,trans41,04wtpe03,3.5,1
190,trans41,05fry01,2.0,1
191,trans42,01hmsw03,7.23,1
192,trans42,04ngpp03,3.5,1
193,trans42,05fry02,2.5,1
194,trans43,01hmgd03,7.0,1
195,trans43,02crep02,5.0,1
196,trans43,03srba02,5.0,1
197,trans43,05fry01,2.0,1
198,trans44,01hmsw02,4.6,1
199,trans44,01cmch03,12.0,1
200,trans45,01hmgd02,4.5,1
201,trans45,02crep02,5.0,1
202,trans45,05fry01,2.0,1
203,trans46,01chich02,10.0,1
204,trans46,02brln02,3.77,1
205,trans46,03ciri03,6.5,1
206,trans46,05fry01,2.0,1
207,trans47,02brln02,3.77,1
208,trans47,04wtpe03,3.5,1
209,trans47,04ngpp01,3.0,1
210,trans47,05fry02,2.5,1
211,trans48,01hmsw02,4.6,1
212,trans48,02brln02,3.77,1
213,trans48,03ciri03,6.5,1
214,trans48,05fry01,2.0,1
215,trans49,01cmch03,12.0,1
216,trans49,02brln02,3.77,1
217,trans49,02crep02,5.0,1
218,trans49,05fry01,2.0,1
219,trans50,01hmgd03,7.0,1
220,trans50,02brln02,3.77,1
221,trans50,03srba02,5.0,1
223,trans50,05fry03,3.0,2
224,trans51,01hmsw03,7.23,1
226,trans51,02brln02,3.77,2
227,trans51,04ngpp01,3.0,1
229,trans51,05fry01,2.0,2
230,trans52,01hmgd03,7.0,1
231,trans52,02brln02,3.77,1
232,trans52,03mgla02,5.5,1
233,trans52,05fry03,3.0,1
234,trans52,05fry01,2.0,1
235,trans53,01hmsw02,4.6,1
236,trans53,02brln02,3.77,1
237,trans53,03lucu03,6.5,1
239,trans53,05fry02,2.5,2
240,trans54,02crep02,5.0,1
241,trans54,04ngpi01,3.0,1
242,trans54,05fry01,2.0,1
243,trans54,05fry03,3.0,1
244,trans55,01cmch03,12.0,1
245,trans55,02brln02,3.77,1
246,trans55,02crep02,5.0,1
247,trans55,03ciri01,4.0,1
248,trans55,05fry02,2.5,1
250,trans56,02brln02,3.77,2
251,trans56,03guan01,4.0,1
253,trans57,01hmgd02,4.5,2
254,trans57,02crep02,5.0,1
255,trans57,02brln02,3.77,1
256,trans57,05fry03,3.0,1
257,trans57,05fry01,2.0,1
258,trans58,01cmch03,12.0,1
259,trans58,02brln02,3.77,1
260,trans58,03guan01,4.0,1
261,trans59,02crep02,5.0,1
262,trans59,02brln02,3.77,1
263,trans59,03lucu03,6.5,1
264,trans59,05fry01,2.0,1
265,trans60,01cmch03,12.0,1
267,trans60,02brln02,3.77,2
268,trans60,04wtpe03,3.5,1
270,trans60,05fry03,3.0,2
271,trans61,01chich02,10.0,1
272,trans61,02brln02,3.77,1
273,trans61,03lucu03,6.5,1
274,trans61,03srba02,5.0,1
275,trans61,05fry03,3.0,1
276,trans62,05fry03,3.0,1
277,trans62,05fry01,2.0,1
278,trans63,01avch03,8.62,1
279,trans63,02crep02,5.0,1
280,trans63,04ngpi03,3.5,1
281,trans63,05fry02,2.5,1
282,trans64,01hmsw03,7.23,1
283,trans64,02brln02,3.77,1
284,trans64,03lucu02,5.5,1
285,trans65,01avch03,8.62,1
286,trans65,03srba03,6.0,1
287,trans65,05fry03,3.0,1
288,trans66,01hmgd03,7.0,1
289,trans66,01hmgd02,4.5,1
290,trans66,03ciri02,5.5,1
291,trans66,05fry01,2.0,1
292,trans67,01chich02,10.0,1
293,trans67,02crep02,5.0,1
294,trans67,03ciri01,4.0,1
295,trans67,05fry03,3.0,1
296,trans68,01hmgd03,7.0,1
297,trans68,01hmgd02,4.5,1
299,trans68,02crep02,5.0,2
300,trans68,03mgla02,5.5,1
301,trans68,04gpip02,3.25,1
302,trans68,05fry01,2.0,1
303,trans69,01cmch02,6.0,1
304,trans69,02brln02,3.77,1
305,trans69,04wtpe02,3.25,1
306,trans69,05fry02,2.5,1
307,trans70,01hmsw02,4.6,1
308,trans70,03guan03,6.5,1
309,trans71,01avch02,5.0,1
310,trans71,01cmch02,6.0,1
311,trans71,03ciri02,5.5,1
312,trans71,05fry01,2.0,1
313,trans72,01chich02,10.0,1
314,trans72,02brln02,3.77,1
315,trans72,04ngpi03,3.5,1
316,trans72,05fry01,2.0,1
317,trans73,01hmsw02,4.6,1
318,trans73,01hmgd03,7.0,1
320,trans73,02brln02,3.77,2
321,trans73,03ciri01,4.0,1
322,trans73,04gpip03,3.5,1
323,trans73,05fry03,3.0,1
325,trans74,01cmch03,12.0,2
327,trans74,02brln02,3.77,2
328,trans74,03ciri03,6.5,1
329,trans74,05fry01,2.0,1
330,trans75,01avch02,5.0,1
331,trans75,02crep02,5.0,1
332,trans75,04ngpi02,3.25,1
333,trans75,03srba03,6.0,1
334,trans75,05fry02,2.5,1
335,trans75,05fry03,3.0,1
336,trans76,01avch02,5.0,1
337,trans76,01hmsw02,4.6,1
338,trans76,02brln02,3.77,1
339,trans76,04ngpi01,3.0,1
340,trans76,04ngpp03,3.5,1
341,trans76,05fry02,2.5,1
343,trans77,01cmch02,6.0,2
344,trans77,02brln02,3.77,1
345,trans77,04ngpp01,3.0,1
346,trans77,05fry02,2.5,1
348,trans78,01cmch02,6.0,2
349,trans78,05fry02,2.5,1
350,trans79,04gpip03,3.5,1
351,trans79,05fry01,2.0,1
353,trans80,01avch02,5.0,2
355,trans80,02crep02,5.0,2
356,trans80,03guan01,4.0,1
357,trans80,04ngpi01,3.0,1
358,trans80,05fry03,3.0,1
359,trans81,01cmch03,12.0,1
360,trans81,01chich02,10.0,1
361,trans81,02brln02,3.77,1
362,trans81,02crep02,5.0,1
363,trans81,04wtpe01,3.0,1
364,trans81,05fry02,2.5,1
365,trans82,01hmgd03,7.0,1
367,trans82,02crep02,5.0,2
368,trans82,03srba01,3.5,1
369,trans82,05fry01,2.0,1
370,trans82,05fry03,3.0,1
371,trans83,02crep02,5.0,1
372,trans83,04ngpi03,3.5,1
373,trans83,05fry02,2.5,1
374,trans84,01hmsw03,7.23,1
375,trans84,03mgla02,5.5,1
376,trans84,05fry02,2.5,1
377,trans85,01avch02,5.0,1
379,trans85,02crep02,5.0,2
380,trans85,05fry03,3.0,1
381,trans86,01hmsw02,4.6,1
382,trans86,02brln02,3.77,1
383,trans86,04ngpp02,3.25,1
384,trans86,05fry01,2.0,1
385,trans86,05fry03,3.0,1
386,trans87,01chich02,10.0,1
388,trans87,02brln02,3.77,2
389,trans87,05fry03,3.0,1
390,trans88,01hmsw02,4.6,1
391,trans88,02crep02,5.0,1
392,trans88,03srba01,3.5,1
393,trans88,05fry01,2.0,1
394,trans89,01chich02,10.0,1
395,trans89,02brln02,3.77,1
396,trans89,02crep02,5.0,1
397,trans89,03srba01,3.5,1
398,trans89,05fry02,2.5,1
399,trans90,01cmch03,12.0,1
400,trans90,02brln02,3.77,1
401,trans90,04gpip03,3.5,1
402,trans90,05fry03,3.0,1
403,trans91,01avch02,5.0,1
404,trans91,02crep02,5.0,1
405,trans91,03lucu01,4.0,1
406,trans91,05fry03,3.0,1
407,trans92,01cmch03,12.0,1
408,trans92,02crep02,5.0,1
409,trans92,03lucu01,4.0,1
410,trans92,05fry03,3.0,1
411,trans93,01cmch02,6.0,1
412,trans93,02brln02,3.77,1
413,trans93,04ngpi03,3.5,1
414,trans93,05fry03,3.0,1
415,trans93,05fry02,2.5,1
416,trans94,01hmgd03,7.0,1
417,trans94,02crep02,5.0,1
418,trans94,03mgla01,4.0,1
419,trans94,05fry03,3.0,1
420,trans95,02brln02,3.77,1
421,trans95,04ngpp02,3.25,1
422,trans95,05fry03,3.0,1
423,trans96,01avch03,8.62,1
424,trans96,01hmgd02,4.5,1
425,trans96,02crep02,5.0,1
426,trans96,03ciri02,5.5,1
427,trans96,05fry03,3.0,1
428,trans97,02brln02,3.77,1
429,trans97,02crep02,5.0,1
430,trans97,03ciri01,4.0,1
431,trans97,03guan03,6.5,1
432,trans97,05fry02,2.5,1
434,trans98,01chich02,10.0,2
435,trans98,02brln02,3.77,1
436,trans98,03mgla03,6.5,1
437,trans98,04wtpe01,3.0,1
438,trans98,05fry01,2.0,1
439,trans99,01avch02,5.0,1
440,trans99,01avch03,8.62,1
442,trans99,02crep02,5.0,2
443,trans99,03guan02,5.5,1
444,trans99,03guan01,4.0,1
445,trans99,05fry02,2.5,1
446,trans100,01chich02,10.0,1
447,trans100,02brln02,3.77,1
448,trans100,02crep02,5.0,1
449,trans100,03lucu02,5.5,1
450,trans100,05fry03,3.0,1
451,trans101,01avch03,8.62,1
452,trans101,02crep02,5.0,1
453,trans101,04ngpp03,3.5,1
454,trans101,05fry02,2.5,1
455,trans102,01cmch03,12.0,1
457,trans102,02brln02,3.77,2
458,trans102,04wtpe03,3.5,1
459,trans102,05fry02,2.5,1
460,trans103,01hmgd03,7.0,1
461,trans103,02brln02,3.77,1
462,trans103,03ciri01,4.0,1
463,trans103,05fry02,2.5,1
464,trans103,05fry01,2.0,1
465,trans104,01cmch03,12.0,1
467,trans104,02brln02,3.77,2
468,trans104,05fry03,3.0,1
469,trans105,01avch02,5.0,1
470,trans105,02brln02,3.77,1
471,trans105,02crep02,5.0,1
472,trans105,03lucu02,5.5,1
473,trans105,05fry03,3.0,1
474,trans106,01cmch02,6.0,1
475,trans106,02brln02,3.77,1
476,trans106,03mgla01,4.0,1
477,trans106,03ciri01,4.0,1
478,trans106,05fry02,2.5,1
479,trans106,05fry01,2.0,1
480,trans107,02crep02,5.0,1
481,trans107,02brln02,3.77,1
482,trans108,01chich02,10.0,1
483,trans108,02crep02,5.0,1
484,trans108,02brln02,3.77,1
485,trans108,04gpip02,3.25,1
487,trans108,05fry01,2.0,2
488,trans109,01hmgd02,4.5,1
489,trans109,04ngpp03,3.5,1
490,trans109,05fry02,2.5,1
491,trans110,01hmsw02,4.6,1
492,trans110,01avch03,8.62,1
494,trans110,02crep02,5.0,2
496,trans110,05fry02,2.5,2
498,trans111,01avch02,5.0,2
499,trans111,02brln02,3.77,1
500,trans111,03srba01,3.5,1
501,trans111,05fry02,2.5,1
502,trans112,01hmgd02,4.5,1
503,trans112,02brln02,3.77,1
504,trans112,03srba01,3.5,1
505,trans112,05fry02,2.5,1
506,trans113,01hmgd02,4.5,1
507,trans113,01chich02,10.0,1
508,trans113,02brln02,3.77,1
509,trans113,03srba02,5.0,1
510,trans113,05fry03,3.0,1
511,trans114,02brln02,3.77,1
512,trans114,02crep02,5.0,1
513,trans114,03lucu01,4.0,1
514,trans114,05fry02,2.5,1
515,trans115,01hmsw03,7.23,1
516,trans115,02brln02,3.77,1
517,trans115,04ngpp03,3.5,1
518,trans115,05fry01,2.0,1
519,trans115,05fry03,3.0,1
520,trans116,02crep02,5.0,1
521,trans116,02brln02,3.77,1
522,trans116,03ciri03,6.5,1
523,trans116,05fry02,2.5,1
524,trans117,01hmsw02,4.6,1
525,trans117,02crep02,5.0,1
526,trans117,05fry03,3.0,1
527,trans118,01hmgd02,4.5,1
528,trans118,03srba01,3.5,1
530,trans118,05fry02,2.5,2
531,trans119,01avch03,8.62,1
532,trans119,02crep02,5.0,1
533,trans119,03srba02,5.0,1
534,trans119,03guan01,4.0,1
535,trans119,05fry03,3.0,1
536,trans120,01cmch02,6.0,1
537,trans120,01cmch03,12.0,1
539,trans120,02crep02,5.0,2
540,trans120,03mgla02,5.5,1
541,trans120,05fry02,2.5,1
542,trans121,01avch02,5.0,1
543,trans121,02crep02,5.0,1
544,trans121,04ngpp03,3.5,1
545,trans121,04wtpe03,3.5,1
546,trans121,05fry03,3.0,1
547,trans122,01cmch02,6.0,1
548,trans122,04gpip03,3.5,1
549,trans123,01cmch02,6.0,1
550,trans123,02crep02,5.0,1
551,trans123,04gpip02,3.25,1
552,trans123,03guan01,4.0,1
553,trans124,01cmch03,12.0,1
554,trans124,02brln02,3.77,1
555,trans124,03ciri01,4.0,1
556,trans124,03ciri03,6.5,1
557,trans124,05fry01,2.0,1
558,trans125,01hmsw03,7.23,1
559,trans125,02crep02,5.0,1
560,trans125,02brln02,3.77,1
561,trans125,04ngpi03,3.5,1
563,trans125,05fry02,2.5,2
564,trans126,01cmch03,12.0,1
565,trans126,02crep02,5.0,1
566,trans126,03guan03,6.5,1
567,trans127,02crep02,5.0,1
568,trans127,04wtpe01,3.0,1
569,trans127,04ngpp01,3.0,1
571,trans127,05fry01,2.0,2
572,trans128,01cmch02,6.0,1
574,trans128,02crep02,5.0,2
575,trans128,03mgla03,6.5,1
576,trans128,05fry03,3.0,1
577,trans129,02crep02,5.0,1
578,trans129,04gpip01,3.0,1
579,trans129,05fry03,3.0,1
580,trans130,01hmsw03,7.23,1
581,trans130,02crep02,5.0,1
582,trans130,04ngpi01,3.0,1
583,trans130,03mgla02,5.5,1
584,trans130,05fry03,3.0,1
585,trans131,01hmsw03,7.23,1
587,trans131,02crep02,5.0,2
588,trans131,04wtpe02,3.25,1
589,trans131,05fry03,3.0,1
590,trans132,01chich02,10.0,1
592,trans132,02brln02,3.77,2
593,trans132,03srba01,3.5,1
594,trans132,03guan01,4.0,1
595,trans132,05fry02,2.5,1
596,trans133,01hmgd03,7.0,1
597,trans133,02crep02,5.0,1
598,trans133,02brln02,3.77,1
599,trans133,03ciri03,6.5,1
600,trans133,05fry03,3.0,1
601,trans133,05fry01,2.0,1
602,trans134,01avch03,8.62,1
603,trans134,02crep02,5.0,1
604,trans134,03srba03,6.0,1
605,trans134,05fry03,3.0,1
606,trans135,02brln02,3.77,1
607,trans135,04gpip03,3.5,1
608,trans135,03mgla01,4.0,1
609,trans135,05fry02,2.5,1
610,trans136,01chich02,10.0,1
611,trans136,02brln02,3.77,1
612,trans136,02crep02,5.0,1
613,trans136,05fry03,3.0,1
614,trans137,01cmch03,12.0,1
615,trans137,02crep02,5.0,1
616,trans137,04wtpe03,3.5,1
618,trans137,05fry01,2.0,2
619,trans138,01hmsw03,7.23,1
621,trans138,02brln02,3.77,2
622,trans138,03ciri02,5.5,1
623,trans139,01hmgd03,7.0,1
624,trans139,02brln02,3.77,1
625,trans139,04wtpe02,3.25,1
626,trans139,05fry01,2.0,1
627,trans140,01hmsw02,4.6,1
628,trans140,02brln02,3.77,1
629,trans140,04ngpi01,3.0,1
630,trans140,05fry01,2.0,1
631,trans140,05fry03,3.0,1
632,trans141,01cmch02,6.0,1
633,trans141,02crep02,5.0,1
634,trans141,04ngpi02,3.25,1
635,trans141,05fry03,3.0,1
636,trans142,01avch02,5.0,1
637,trans142,02crep02,5.0,1
638,trans142,03lucu03,6.5,1
639,trans142,04gpip01,3.0,1
640,trans142,05fry03,3.0,1
641,trans143,01cmch02,6.0,1
642,trans143,01avch03,8.62,1
643,trans143,02crep02,5.0,1
644,trans143,04ngpi02,3.25,1
645,trans143,04ngpp03,3.5,1
646,trans143,05fry01,2.0,1
647,trans143,05fry03,3.0,1
648,trans144,01avch03,8.62,1
649,trans144,01avch02,5.0,1
650,trans144,02crep02,5.0,1
651,trans144,03srba02,5.0,1
652,trans144,03mgla02,5.5,1
653,trans144,05fry01,2.0,1
654,trans145,01hmsw03,7.23,1
655,trans145,01cmch03,12.0,1
656,trans145,02brln02,3.77,1
657,trans145,04wtpe03,3.5,1
658,trans145,05fry03,3.0,1
659,trans145,05fry02,2.5,1
660,trans146,01avch02,5.0,1
661,trans146,02brln02,3.77,1
662,trans146,04wtpe02,3.25,1
663,trans146,05fry02,2.5,1
664,trans147,03guan02,5.5,1
665,trans147,05fry01,2.0,1
666,trans148,01avch03,8.62,1
667,trans148,02brln02,3.77,1
668,trans148,03mgla03,6.5,1
669,trans148,04gpip03,3.5,1
670,trans148,05fry03,3.0,1
671,trans149,01chich02,10.0,1
672,trans149,04ngpp03,3.5,1
673,trans149,04wtpe02,3.25,1
674,trans149,05fry01,2.0,1
675,trans150,01hmsw02,4.6,1
676,trans150,02brln02,3.77,1
677,trans150,04wtpe02,3.25,1
678,trans150,03lucu02,5.5,1
679,trans150,05fry02,2.5,1
680,trans151,01avch02,5.0,1
681,trans151,02brln02,3.77,1
682,trans151,03srba01,3.5,1
683,trans151,05fry02,2.5,1
684,trans151,05fry01,2.0,1
685,trans152,01hmsw02,4.6,1
686,trans152,02crep02,5.0,1
687,trans152,03guan01,4.0,1
688,trans152,05fry02,2.5,1
689,trans153,01hmsw03,7.23,1
690,trans153,02crep02,5.0,1
691,trans153,03guan02,5.5,1
692,trans153,05fry02,2.5,1
693,trans154,02brln02,3.77,1
694,trans154,03ciri01,4.0,1
695,trans154,05fry01,2.0,1
696,trans155,01avch03,8.62,1
697,trans155,02crep02,5.0,1
698,trans155,03lucu03,6.5,1
699,trans155,05fry03,3.0,1
700,trans156,01avch03,8.62,1
701,trans156,02brln02,3.77,1
702,trans156,04gpip02,3.25,1
703,trans157,02crep02,5.0,1
704,trans157,02brln02,3.77,1
705,trans157,03srba02,5.0,1
706,trans157,03srba01,3.5,1
707,trans158,01hmgd02,4.5,1
709,trans158,02crep02,5.0,2
710,trans158,04ngpp02,3.25,1
711,trans158,05fry03,3.0,1
712,trans159,01hmgd03,7.0,1
713,trans159,02brln02,3.77,1
714,trans159,04ngpi03,3.5,1
715,trans160,01avch02,5.0,1
716,trans160,01avch03,8.62,1
717,trans160,02brln02,3.77,1
718,trans160,03srba01,3.5,1
719,trans160,05fry03,3.0,1
720,trans161,01avch02,5.0,1
721,trans161,02brln02,3.77,1
722,trans161,04ngpp03,3.5,1
723,trans161,03lucu03,6.5,1
724,trans161,05fry03,3.0,1
725,trans162,01hmsw02,4.6,1
726,trans162,02brln02,3.77,1
727,trans162,02crep02,5.0,1
728,trans162,05fry03,3.0,1
729,trans163,01avch03,8.62,1
730,trans163,02brln02,3.77,1
732,trans163,05fry03,3.0,2
733,trans164,01avch03,8.62,1
734,trans164,02crep02,5.0,1
735,trans164,04ngpi02,3.25,1
736,trans164,05fry01,2.0,1
737,trans165,02brln02,3.77,1
738,trans165,05fry02,2.5,1
740,trans166,02brln02,3.77,2
741,trans166,05fry03,3.0,1
742,trans167,01cmch03,12.0,1
743,trans167,03srba02,5.0,1
744,trans167,05fry01,2.0,1
745,trans168,02brln02,3.77,1
746,trans168,02crep02,5.0,1
747,trans168,03mgla01,4.0,1
748,trans168,03lucu03,6.5,1
749,trans168,05fry02,2.5,1
750,trans169,01cmch02,6.0,1
751,trans169,02brln02,3.77,1
752,trans169,04wtpe03,3.5,1
753,trans169,05fry01,2.0,1
754,trans170,01avch02,5.0,1
755,trans170,02crep02,5.0,1
756,trans170,03mgla03,6.5,1
757,trans170,05fry03,3.0,1
759,trans171,01avch02,5.0,2
760,trans171,02brln02,3.77,1
761,trans171,04ngpi02,3.25,1
762,trans171,05fry03,3.0,1
763,trans172,01avch03,8.62,1
764,trans172,01hmgd03,7.0,1
765,trans172,02crep02,5.0,1
766,trans172,04gpip02,3.25,1
767,trans172,04ngpp02,3.25,1
768,trans172,05fry03,3.0,1
769,trans173,01hmsw03,7.23,1
770,trans173,02brln02,3.77,1
771,trans173,03srba01,3.5,1
772,trans173,05fry01,2.0,1
773,trans174,01avch02,5.0,1
775,trans174,02crep02,5.0,2
776,trans174,04ngpp01,3.0,1
777,trans174,05fry03,3.0,1
778,trans175,01hmsw02,4.6,1
779,trans175,02crep02,5.0,1
780,trans175,04gpip02,3.25,1
781,trans175,03lucu03,6.5,1
782,trans176,01cmch03,12.0,1
783,trans176,02crep02,5.0,1
785,trans176,05fry02,2.5,2
786,trans177,01cmch02,6.0,1
787,trans177,02brln02,3.77,1
788,trans177,03guan02,5.5,1
789,trans177,05fry02,2.5,1
790,trans178,02brln02,3.77,1
791,trans178,03mgla01,4.0,1
792,trans178,05fry02,2.5,1
793,trans179,01cmch02,6.0,1
794,trans179,01hmsw02,4.6,1
795,trans179,02crep02,5.0,1
796,trans179,02brln02,3.77,1
797,trans179,03mgla01,4.0,1
798,trans179,05fry02,2.5,1
799,trans179,05fry01,2.0,1
800,trans180,01avch02,5.0,1
801,trans180,03lucu01,4.0,1
802,trans180,04ngpp02,3.25,1
803,trans180,05fry02,2.5,1
804,trans181,01hmsw02,4.6,1
805,trans181,02brln02,3.77,1
806,trans181,03ciri01,4.0,1
807,trans181,04ngpp03,3.5,1
808,trans181,05fry03,3.0,1
809,trans182,01cmch03,12.0,1
810,trans182,02brln02,3.77,1
811,trans182,03ciri01,4.0,1
812,trans182,05fry02,2.5,1
813,trans183,01hmgd02,4.5,1
814,trans183,01avch02,5.0,1
816,trans183,02crep02,5.0,2
817,trans183,04ngpi01,3.0,1
818,trans183,04ngpp02,3.25,1
819,trans183,05fry01,2.0,1
820,trans184,01hmsw03,7.23,1
821,trans184,02brln02,3.77,1
822,trans184,04gpip03,3.5,1
823,trans184,05fry03,3.0,1
824,trans184,05fry02,2.5,1
825,trans185,01hmgd02,4.5,1
826,trans185,01hmsw03,7.23,1
827,trans185,02crep02,5.0,1
828,trans185,03srba02,5.0,1
829,trans185,05fry02,2.5,1
830,trans186,01hmsw02,4.6,1
831,trans186,01hmgd02,4.5,1
832,trans186,02brln02,3.77,1
833,trans186,04gpip02,3.25,1
834,trans186,04ngpi02,3.25,1
835,trans186,05fry03,3.0,1
836,trans186,05fry02,2.5,1
837,trans187,01avch02,5.0,1
838,trans187,03mgla02,5.5,1
839,trans187,05fry02,2.5,1
840,trans188,01hmgd02,4.5,1
841,trans188,02crep02,5.0,1
842,trans188,03mgla01,4.0,1
843,trans189,01hmgd02,4.5,1
844,trans189,02brln02,3.77,1
845,trans189,05fry01,2.0,1
846,trans190,01cmch03,12.0,1
847,trans190,01hmgd03,7.0,1
848,trans190,02crep02,5.0,1
849,trans190,04gpip01,3.0,1
850,trans190,05fry02,2.5,1
851,trans191,01avch03,8.62,1
852,trans191,02crep02,5.0,1
853,trans191,04gpip01,3.0,1
